run_id,source_type,source_path,original_filename,destination_filename,extension,size_bytes,sha256,duplicate_of,source_still_exists,status,error
20260908T095658Z,android,/storage/emulated/0/.share_protect/1752640840412@1428985771.jpg,1752640840412@1428985771.jpg,1752640840412@1428985771.jpg,.jpg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG-20251004-WA0039@2017285514.jpeg,IMG-20251004-WA0039@2017285514.jpeg,IMG-20251004-WA0039@2017285514.jpeg,.jpeg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG-20251031-WA0048@-2055274106.jpeg,IMG-20251031-WA0048@-2055274106.jpeg,IMG-20251031-WA0048@-2055274106.jpeg,.jpeg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG-20251031-WA0051@-1368174482.jpeg,IMG-20251031-WA0051@-1368174482.jpeg,IMG-20251031-WA0051@-1368174482.jpeg,.jpeg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG-20251031-WA0053@-1310916180.jpeg,IMG-20251031-WA0053@-1310916180.jpeg,IMG-20251031-WA0053@-1310916180.jpeg,.jpeg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG_20250119_201054_074@22877470.jpg,IMG_20250119_201054_074@22877470.jpg,IMG_20250119_201054_074@22877470.jpg,.jpg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG_20250220_152012_926@-791123106.jpg,IMG_20250220_152012_926@-791123106.jpg,IMG_20250220_152012_926@-791123106.jpg,.jpg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG_20250220_160324_424@-2099431618.jpg,IMG_20250220_160324_424@-2099431618.jpg,IMG_20250220_160324_424@-2099431618.jpg,.jpg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG_20250220_170158_367@1201427804.jpg,IMG_20250220_170158_367@1201427804.jpg,IMG_20250220_170158_367@1201427804.jpg,.jpg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185315_569@-1308627498.jpg,IMG_20250405_185315_569@-1308627498.jpg,IMG_20250405_185315_569@-1308627498.jpg,.jpg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185334_702@1702567764.jpg,IMG_20250405_185334_702@1702567764.jpg,IMG_20250405_185334_702@1702567764.jpg,.jpg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185336_307@-1162770985.jpg,IMG_20250405_185336_307@-1162770985.jpg,IMG_20250405_185336_307@-1162770985.jpg,.jpg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185339_216@1145002167.jpg,IMG_20250405_185339_216@1145002167.jpg,IMG_20250405_185339_216@1145002167.jpg,.jpg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185413_950@-272563343.jpg,IMG_20250405_185413_950@-272563343.jpg,IMG_20250405_185413_950@-272563343.jpg,.jpg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185415_506@1014842970.jpg,IMG_20250405_185415_506@1014842970.jpg,IMG_20250405_185415_506@1014842970.jpg,.jpg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185423_829@-1434156293.jpg,IMG_20250405_185423_829@-1434156293.jpg,IMG_20250405_185423_829@-1434156293.jpg,.jpg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185430_767@-1278107824.jpg,IMG_20250405_185430_767@-1278107824.jpg,IMG_20250405_185430_767@-1278107824.jpg,.jpg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185434_947@1799757976.jpg,IMG_20250405_185434_947@1799757976.jpg,IMG_20250405_185434_947@1799757976.jpg,.jpg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185436_526@-1128380201.jpg,IMG_20250405_185436_526@-1128380201.jpg,IMG_20250405_185436_526@-1128380201.jpg,.jpg,,,,,discovered,
20260908T095658Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185451_906@-1876280362.jpg,IMG_20250405_185451_906@-1876280362.jpg,IMG_20250405_185451_906@-1876280362.jpg,.jpg,,,,,discovered,
